Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
SQ,62.34,Put,63.00,09/13/19,7,1.61,1.64,1.66,1.64,1053,247,4.26,32.72%,"15:55 ET"
AMZN,1834.1,Put,1835.00,09/13/19,7,18.00,18.2,18.40,18.15,687,162,4.24,17.99%,"15:57 ET"
COST,304.14,Call,315.00,09/06/19,0,0.00,0.01,0.01,0.02,815,192,4.24,0.00%,"11:06 ET"
AMZN,1834.1,Put,1840.00,09/13/19,7,20.70,20.8,20.90,20.90,822,194,4.24,18.11%,"15:59 ET"
BYND,155.07,Call,157.50,09/06/19,0,0.00,0.03,0.05,0.02,1890,446,4.24,0.00%,"16:01 ET"
MSFT,139.55,Call,140.00,09/13/19,7,1.15,1.16,1.17,1.10,17973,4235,4.24,16.38%,"15:51 ET"
TWTR,45.6,Put,45.50,09/06/19,0,0.05,0.06,0.06,0.06,952,225,4.23,0.00%,"15:49 ET"
NVDA,179.28,Call,192.50,09/13/19,7,0.19,0.2,0.21,0.20,1361,325,4.19,32.33%,"15:44 ET"
BYND,155.07,Put,140.00,09/13/19,7,0.65,0.68,0.70,0.70,943,226,4.17,62.24%,"15:58 ET"
TLRY,32.16,Call,28.00,09/20/19,14,4.25,4.35,4.45,4.43,2351,564,4.17,57.52%,"16:02 ET"
CME,223.81,Call,195.00,09/20/19,14,28.20,28.75,29.30,28.20,1007,242,4.16,0.00%,"16:01 ET"
TWLO,124.5,Call,128.00,09/06/19,0,0.00,0.04,0.07,0.02,817,197,4.15,0.00%,"15:18 ET"
LULU,202.72,Call,210.00,09/13/19,7,0.89,0.91,0.93,0.88,2110,509,4.15,28.66%,"15:48 ET"
OXY,45.53,Call,30.00,01/15/21,497,15.25,15.5,15.75,15.45,1366,331,4.13,12.03%,"15:19 ET"
TLRY,32.16,Call,45.00,01/17/20,133,1.74,1.88,2.02,1.85,2052,498,4.12,67.71%,"14:58 ET"
AXTA,30.29,Call,35.00,01/17/20,133,0.80,0.9,1.00,0.82,1250,306,4.08,31.02%,"15:55 ET"
PANW,217.53,Call,217.50,09/06/19,0,0.13,0.14,0.14,0.14,1282,314,4.08,0.00%,"15:52 ET"
BYND,155.07,Call,155.00,09/13/19,7,3.30,3.35,3.40,3.30,2276,558,4.08,36.30%,"16:01 ET"
ROKU,170.02,Call,172.50,09/06/19,0,0.02,0.03,0.04,0.02,11419,2807,4.07,0.00%,"15:56 ET"
AAPL,213.91,Put,187.50,09/27/19,21,0.35,0.36,0.36,0.40,1302,321,4.06,34.91%,"14:06 ET"
CGC,27.69,Put,27.00,09/13/19,7,0.61,0.62,0.63,0.62,596,147,4.05,62.26%,"15:54 ET"
AMGN,207.57,Put,202.50,09/13/19,7,1.01,1.06,1.11,1.13,926,229,4.04,26.96%,"15:27 ET"
LULU,202.72,Call,230.00,01/17/20,133,7.50,7.6,7.70,7.10,556,138,4.03,32.55%,"13:57 ET"
BA,362.9,Call,377.50,09/13/19,7,0.43,0.44,0.45,0.45,710,176,4.03,21.13%,"15:56 ET"
GCO,36.09,Call,40.00,09/20/19,14,0.05,0.2,0.35,0.25,725,180,4.03,48.62%,"15:52 ET"
KMX,85.82,Call,92.50,10/18/19,42,1.45,1.53,1.60,1.50,952,236,4.03,32.28%,"16:02 ET"
DIS,139.67,Put,139.00,09/06/19,0,0.01,0.02,0.03,0.03,868,217,4,0.00%,"15:20 ET"
V,186.28,Call,190.00,09/27/19,21,1.37,1.4,1.42,1.46,574,144,3.99,15.95%,"15:30 ET"
DXC,34.28,Call,37.00,10/18/19,42,1.05,1.13,1.20,1.13,867,218,3.98,45.90%,"15:42 ET"
LRCX,228.21,Call,240.00,09/20/19,14,1.29,1.32,1.34,1.31,1245,314,3.96,28.18%,"15:47 ET"
BYND,155.07,Put,150.00,09/06/19,0,0.00,0.03,0.05,0.03,6453,1632,3.95,0.00%,"15:44 ET"
CGC,27.69,Put,25.50,09/20/19,14,0.56,0.57,0.58,0.57,562,143,3.93,68.29%,"12:41 ET"
BYND,155.07,Call,140.00,11/15/19,70,14.80,15.35,15.90,15.35,746,190,3.93,4.78%,"15:49 ET"
OXY,45.53,Call,43.00,09/13/19,7,2.46,2.49,2.52,2.47,565,144,3.92,9.78%,"14:58 ET"
LULU,202.72,Call,207.50,09/06/19,0,0.00,0.01,0.02,0.01,3976,1017,3.91,0.00%,"15:43 ET"
ENDP,3.45,Call,3.00,09/13/19,7,0.45,0.5,0.55,0.54,790,206,3.83,205.18%,"15:53 ET"
CRWD,76.2,Put,75.00,09/13/19,7,2.15,2.25,2.35,2.16,892,233,3.83,62.99%,"15:46 ET"
LULU,202.72,Call,202.50,09/20/19,14,4.60,4.7,4.80,4.75,958,250,3.83,28.37%,"15:49 ET"
CME,223.81,Call,190.00,09/20/19,14,32.70,33.6,34.50,34.50,4238,1107,3.83,53.15%,"16:02 ET"
AAPL,213.91,Put,212.50,09/13/19,7,2.03,2.04,2.04,2.02,9317,2434,3.83,22.98%,"15:56 ET"
AMZN,1834.1,Call,1845.00,09/06/19,0,0.03,0.05,0.06,0.03,5397,1411,3.82,0.00%,"15:58 ET"
CME,223.81,Call,200.00,09/20/19,14,23.30,23.7,24.10,24.00,7082,1854,3.82,21.99%,"16:02 ET"
ULTA,234.95,Call,230.00,09/06/19,0,3.60,3.9,4.20,4.20,564,148,3.81,0.00%,"16:00 ET"
ADVM,12.22,Put,7.50,10/18/19,42,0.85,0.9,0.95,0.90,691,182,3.8,204.73%,"14:21 ET"
CRM,151.76,Call,150.00,09/13/19,7,3.10,3.15,3.20,3.10,1090,287,3.8,23.07%,"15:34 ET"
ZM,86.96,Call,92.50,09/20/19,14,1.15,1.23,1.30,2.00,516,137,3.77,60.55%,"13:34 ET"
CME,223.81,Call,180.00,09/20/19,14,43.20,43.6,44.00,44.10,930,247,3.77,52.76%,"16:02 ET"
LULU,202.72,Call,200.00,09/13/19,7,4.85,4.95,5.05,4.90,3981,1060,3.76,29.00%,"15:48 ET"
TEVA,7,Call,7.00,09/13/19,7,0.24,0.25,0.26,0.25,7368,1965,3.75,64.32%,"15:58 ET"
ADBE,286.44,Put,287.50,09/06/19,0,1.05,1.18,1.31,1.30,984,263,3.74,0.00%,"15:57 ET"
CGC,27.69,Call,29.00,09/13/19,7,0.35,0.36,0.37,0.38,900,241,3.73,55.64%,"16:02 ET"
V,186.28,Put,172.50,09/20/19,14,0.22,0.24,0.25,0.21,1668,447,3.73,25.01%,"15:04 ET"
SLB,34.25,Put,32.00,09/20/19,14,0.19,0.2,0.21,0.20,1012,272,3.72,36.06%,"15:07 ET"
BYND,155.07,Call,140.00,01/17/20,133,15.50,15.95,16.40,15.75,780,210,3.71,0.00%,"16:02 ET"
CME,223.81,Call,215.00,09/13/19,7,8.40,8.85,9.30,8.20,1214,328,3.7,0.00%,"16:03 ET"
TSLA,228.59,Call,227.50,09/13/19,7,5.00,5.05,5.10,5.05,2356,639,3.69,34.95%,"16:01 ET"
MO,44.09,Put,43.00,09/13/19,7,0.53,0.56,0.59,0.57,4015,1090,3.68,42.69%,"15:49 ET"
BYND,155.07,Call,162.50,09/13/19,7,1.10,1.13,1.15,1.05,1668,454,3.67,40.17%,"16:00 ET"
MA,292.02,Call,310.00,10/18/19,42,1.86,1.88,1.90,1.90,1582,433,3.65,18.66%,"14:30 ET"
CRWD,76.2,Call,85.00,09/13/19,7,0.25,0.3,0.35,0.30,938,259,3.62,61.44%,"15:43 ET"
VNET,8.44,Call,9.00,10/18/19,42,0.15,0.25,0.35,0.20,617,171,3.61,34.92%,"12:38 ET"
KHC,27.26,Put,22.50,11/15/19,70,0.25,0.28,0.30,0.28,1003,278,3.61,39.69%,"15:47 ET"
LULU,202.72,Call,210.00,10/18/19,42,4.75,4.85,4.95,4.80,1110,308,3.6,27.51%,"15:48 ET"
AMZN,1834.1,Call,1840.00,09/06/19,0,0.13,0.15,0.16,0.12,9261,2581,3.59,0.00%,"15:59 ET"
HD,231.14,Call,240.00,09/27/19,21,1.25,1.31,1.37,1.33,577,161,3.58,19.18%,"15:49 ET"
PD,33.61,Call,40.00,10/18/19,42,0.80,0.9,1.00,0.80,679,190,3.57,60.08%,"15:53 ET"
HD,231.14,Call,235.00,09/13/19,7,1.03,1.06,1.09,1.06,2027,570,3.56,19.36%,"15:58 ET"
SWKS,80,Call,82.50,10/18/19,42,2.00,2.05,2.10,2.02,653,184,3.55,27.52%,"16:01 ET"
SQ,62.34,Call,63.50,09/13/19,7,0.55,0.56,0.56,0.55,1285,362,3.55,32.14%,"16:00 ET"
OXY,45.53,Call,45.50,09/06/19,0,0.04,0.06,0.07,0.09,1518,428,3.55,0.00%,"15:38 ET"
GT,12.18,Call,13.00,01/17/20,133,0.75,0.8,0.85,0.80,2563,721,3.55,37.48%,"15:22 ET"
AMZN,1834.1,Put,1820.00,09/06/19,0,0.03,0.04,0.05,0.05,3122,883,3.54,0.00%,"15:59 ET"
BYND,155.07,Put,155.00,09/06/19,0,0.15,0.22,0.30,0.30,8507,2403,3.54,0.00%,"16:01 ET"
AMZN,1834.1,Call,1870.00,09/13/19,7,4.60,4.75,4.90,4.79,1034,294,3.52,16.37%,"15:57 ET"
TWTR,45.6,Put,37.00,12/20/19,105,1.04,1.08,1.12,1.10,1781,506,3.52,46.54%,"13:53 ET"
CIEN,39.73,Put,39.50,09/06/19,0,0.00,0.02,0.04,0.01,693,198,3.5,0.00%,"16:00 ET"
TWTR,45.6,Put,45.50,09/20/19,14,1.10,1.11,1.12,1.10,584,168,3.48,32.54%,"15:49 ET"
GBT,50.81,Call,60.00,12/20/19,105,2.10,2.25,2.40,2.67,1106,318,3.48,52.00%,"12:54 ET"
OXY,45.53,Call,42.00,09/20/19,14,3.45,3.5,3.55,3.60,550,159,3.46,28.91%,"14:48 ET"
DOW,43.3,Call,47.50,01/15/21,497,3.60,3.8,4.00,3.90,503,147,3.42,25.05%,"12:51 ET"
ZM,86.96,Put,86.00,09/06/19,0,0.05,0.08,0.10,0.05,540,158,3.42,0.00%,"15:53 ET"
NFLX,291.52,Put,290.00,09/06/19,0,0.02,0.03,0.03,0.04,8952,2615,3.42,0.00%,"15:52 ET"
MA,292.02,Put,272.50,09/20/19,14,0.63,0.64,0.65,0.64,573,168,3.41,26.99%,"15:44 ET"
ROKU,170.02,Call,200.00,09/13/19,7,0.20,0.22,0.24,0.21,751,220,3.41,64.18%,"15:51 ET"
BA,362.9,Call,367.50,09/13/19,7,2.55,2.58,2.61,2.55,909,268,3.39,22.11%,"15:59 ET"
GM,38.72,Put,38.50,09/06/19,0,0.00,0.01,0.01,0.02,1021,301,3.39,0.00%,"14:54 ET"
LULU,202.72,Call,205.00,09/06/19,0,0.00,0.03,0.05,0.04,10028,2978,3.37,0.00%,"15:50 ET"
INTC,50.9,Put,48.50,09/13/19,7,0.09,0.1,0.11,0.12,1052,313,3.36,29.98%,"15:27 ET"
MSFT,139.55,Put,135.00,09/13/19,7,0.27,0.28,0.28,0.27,5073,1511,3.36,21.76%,"15:48 ET"
SNCR,6.49,Put,5.00,12/20/19,105,0.20,0.33,0.45,0.25,555,166,3.34,63.74%,"14:47 ET"
MSFT,139.55,Call,140.00,09/06/19,0,0.02,0.03,0.03,0.02,17881,5351,3.34,0.00%,"15:51 ET"
TSLA,228.59,Put,227.50,09/06/19,0,0.14,0.15,0.15,0.14,5746,1724,3.33,0.00%,"16:03 ET"
DOCU,55.9,Put,52.50,09/20/19,14,0.55,0.58,0.60,0.60,1989,601,3.31,40.35%,"15:51 ET"
TWLO,124.5,Call,130.00,09/13/19,7,0.72,0.73,0.73,0.71,991,300,3.3,36.66%,"15:45 ET"
HD,231.14,Call,250.00,09/20/19,14,0.19,0.2,0.21,0.20,1551,470,3.3,23.26%,"15:57 ET"
LOW,114.46,Call,116.00,09/13/19,7,0.72,0.74,0.76,0.76,649,197,3.29,21.28%,"15:46 ET"
CI,154.15,Call,155.00,09/06/19,0,0.00,0.01,0.01,0.01,1663,506,3.29,0.00%,"15:50 ET"
NFLX,291.52,Call,290.00,09/06/19,0,1.50,1.54,1.57,1.50,8658,2633,3.29,0.00%,"15:52 ET"
CGC,27.69,Call,27.00,09/13/19,7,1.15,1.17,1.19,1.17,1751,534,3.28,49.55%,"15:59 ET"
CRWD,76.2,Call,78.00,09/06/19,0,0.00,0.03,0.05,0.01,3289,1003,3.28,0.00%,"15:43 ET"
COST,304.14,Call,310.00,09/13/19,7,0.84,0.86,0.87,0.82,1073,329,3.26,16.40%,"16:02 ET"
AMD,30.53,Call,30.50,09/06/19,0,0.06,0.07,0.08,0.06,6288,1936,3.25,0.00%,"15:58 ET"
CGC,27.69,Call,27.50,09/13/19,7,0.87,0.88,0.89,0.91,935,289,3.24,51.76%,"16:02 ET"
NFLX,291.52,Call,295.00,09/13/19,7,2.86,2.88,2.90,2.90,2369,731,3.24,26.70%,"15:51 ET"
GLNG,11.65,Call,15.00,12/20/19,105,0.35,0.4,0.45,0.40,2384,738,3.23,53.20%,"15:40 ET"
WORK,27.65,Call,28.00,10/18/19,42,1.75,1.83,1.90,1.80,1187,370,3.21,51.20%,"15:51 ET"
MGM,28.42,Call,28.50,09/20/19,14,0.48,0.49,0.50,0.49,579,181,3.2,23.32%,"14:58 ET"
AMZN,1834.1,Call,1832.50,09/06/19,0,2.05,2.15,2.24,2.00,1831,572,3.2,0.00%,"15:58 ET"
SNAP,16.58,Put,15.00,09/27/19,21,0.18,0.19,0.20,0.20,1135,356,3.19,49.09%,"15:44 ET"
HES,64.24,Put,50.00,11/15/19,70,0.60,0.63,0.65,0.73,1503,471,3.19,49.58%,"10:04 ET"
TRV,153.14,Put,150.00,10/18/19,42,2.50,2.58,2.65,2.50,535,169,3.17,19.34%,"15:15 ET"
BHP,49.13,Call,65.00,11/15/19,70,0.00,0.04,0.07,0.04,2011,634,3.17,29.26%,"13:03 ET"
GOOG,1209.27,Call,1215.00,09/06/19,0,0.00,0.08,0.15,0.06,946,299,3.16,0.00%,"15:56 ET"
CI,154.15,Call,152.50,09/06/19,0,1.67,1.74,1.81,1.76,564,179,3.15,0.00%,"16:00 ET"
TSN,86.04,Call,86.50,09/13/19,7,0.90,0.95,1.00,1.00,826,262,3.15,25.58%,"15:51 ET"
KMX,85.82,Put,75.00,10/18/19,42,0.75,0.8,0.85,0.82,931,296,3.15,39.11%,"16:02 ET"
BYND,155.07,Call,157.50,09/13/19,7,2.25,2.33,2.40,2.30,958,304,3.15,37.67%,"15:50 ET"
GM,38.72,Call,39.50,09/20/19,14,0.36,0.37,0.38,0.37,1090,346,3.15,22.26%,"14:22 ET"
GM,38.72,Put,40.00,09/20/19,14,1.44,1.46,1.49,1.59,10003,3171,3.15,26.64%,"10:26 ET"
MA,292.02,Call,292.50,09/06/19,0,0.04,0.06,0.08,0.07,1033,330,3.13,0.00%,"15:49 ET"
NFLX,291.52,Call,290.00,09/13/19,7,5.40,5.43,5.45,5.35,2322,742,3.13,27.46%,"15:52 ET"
GFI,5.22,Put,5.50,01/17/20,133,0.70,0.72,0.74,0.70,3520,1126,3.13,44.68%,"14:47 ET"
DOCU,55.9,Call,70.00,12/20/19,105,0.80,0.85,0.90,0.82,512,164,3.12,37.63%,"11:39 ET"
NVDA,179.28,Call,182.50,09/06/19,0,0.00,0.01,0.02,0.01,7799,2510,3.11,0.00%,"15:50 ET"
NFLX,291.52,Put,450.00,09/20/19,14,158.10,158.38,158.65,158.20,1120,361,3.1,93.80%,"15:50 ET"
ZM,86.96,Put,85.00,09/13/19,7,1.60,1.65,1.70,1.76,623,202,3.08,54.17%,"15:38 ET"
BIDU,102.99,Put,155.00,09/20/19,14,51.75,51.95,52.15,52.15,1500,487,3.08,107.32%,"15:41 ET"
MSFT,139.55,Put,140.00,11/15/19,70,5.70,5.75,5.80,5.77,2082,676,3.08,23.99%,"15:46 ET"
NVDA,179.28,Call,180.00,09/06/19,0,0.05,0.06,0.07,0.06,14017,4544,3.08,0.00%,"15:49 ET"
OXY,45.53,Call,46.00,09/13/19,7,0.23,0.24,0.25,0.22,537,175,3.07,16.81%,"15:50 ET"
PANW,217.53,Call,217.50,09/13/19,7,3.00,3.08,3.15,3.20,523,171,3.06,26.62%,"15:42 ET"
SHOP,384.02,Call,385.00,09/06/19,0,0.00,0.13,0.25,0.10,856,280,3.06,0.00%,"15:57 ET"
NFLX,291.52,Put,292.50,09/06/19,0,0.98,1.09,1.19,1.08,4119,1347,3.06,0.00%,"15:52 ET"
JD,31.18,Put,31.00,09/13/19,7,0.47,0.48,0.48,0.48,633,208,3.04,31.42%,"15:58 ET"
JPM,112.67,Put,113.00,09/20/19,14,1.68,1.69,1.71,1.74,653,216,3.02,18.05%,"14:26 ET"
ABBV,67.68,Call,68.00,09/06/19,0,0.00,0.02,0.03,0.03,1526,506,3.02,0.00%,"15:55 ET"
SKX,34.71,Call,36.00,10/18/19,42,0.95,1.2,1.45,1.15,884,294,3.01,35.81%,"12:30 ET"
MGM,28.42,Call,28.50,09/06/19,0,0.00,0.01,0.01,0.02,917,305,3.01,0.00%,"15:05 ET"
NFLX,291.52,Put,290.00,09/13/19,7,3.75,3.8,3.85,3.80,1890,628,3.01,28.82%,"15:52 ET"
WPM,28.92,Call,29.50,09/27/19,21,0.75,0.78,0.82,0.81,522,174,3,37.97%,"14:40 ET"
BABA,176.94,Put,177.50,09/06/19,0,0.58,0.61,0.63,0.63,3661,1220,3,0.00%,"16:00 ET"
AAPL,213.91,Call,220.00,09/13/19,7,0.59,0.6,0.60,0.60,20072,6683,3,21.29%,"15:57 ET"
MRK,86.61,Put,86.00,09/20/19,14,1.09,1.1,1.10,1.13,815,273,2.99,21.61%,"15:37 ET"
GOOG,1209.27,Call,1212.50,09/06/19,0,0.00,0.1,0.20,0.11,837,280,2.99,0.00%,"15:56 ET"
TME,12.97,Call,13.00,10/18/19,42,0.55,0.63,0.70,0.60,1716,573,2.99,34.18%,"15:54 ET"
TSLA,228.59,Put,230.00,09/13/19,7,5.50,5.6,5.70,5.54,1644,551,2.98,38.57%,"16:00 ET"
AXTA,30.29,Put,29.00,09/20/19,14,0.35,0.43,0.50,0.40,1804,606,2.98,39.31%,"14:06 ET"
COST,304.14,Call,307.50,09/13/19,7,1.48,1.51,1.53,1.50,1865,629,2.97,16.60%,"16:02 ET"
ADVM,12.22,Put,12.50,09/20/19,14,2.95,3.13,3.30,3.15,3123,1050,2.97,319.28%,"15:44 ET"
WFC,47.29,Call,49.00,09/13/19,7,0.05,0.06,0.06,0.06,705,239,2.95,19.32%,"15:38 ET"
BA,362.9,Call,372.50,09/13/19,7,1.13,1.14,1.15,1.13,771,261,2.95,21.31%,"15:59 ET"
INTC,50.9,Put,48.00,09/27/19,21,0.32,0.33,0.33,0.33,1032,350,2.95,27.84%,"14:44 ET"
AMZN,1834.1,Call,1840.00,10/18/19,42,53.90,54.15,54.40,54.12,714,243,2.94,22.04%,"15:58 ET"
ULTA,234.95,Put,235.00,09/06/19,0,1.10,1.25,1.40,1.30,733,249,2.94,0.00%,"16:02 ET"
RTN,190.03,Call,195.00,10/18/19,42,3.10,3.28,3.45,3.09,1241,427,2.91,18.30%,"15:24 ET"
TWTR,45.6,Put,45.00,09/13/19,7,0.54,0.55,0.55,0.54,1971,678,2.91,32.13%,"15:48 ET"
LYFT,44.97,Call,45.50,09/06/19,0,0.00,0.03,0.05,0.03,810,279,2.9,0.00%,"15:32 ET"
OXY,45.53,Call,44.00,09/20/19,14,1.46,1.51,1.56,1.53,22484,7790,2.89,10.04%,"15:51 ET"
OXY,45.53,Call,40.00,09/20/19,14,5.40,5.5,5.60,5.45,630,219,2.88,11.31%,"15:19 ET"
BAC,27.66,Call,29.00,09/27/19,21,0.13,0.14,0.15,0.14,7206,2505,2.88,20.95%,"15:59 ET"
NVDA,179.28,Put,177.50,09/13/19,7,2.51,2.54,2.56,2.54,1980,689,2.87,34.19%,"15:52 ET"
BA,362.9,Call,365.00,09/06/19,0,0.01,0.02,0.02,0.02,5735,2001,2.87,0.00%,"15:59 ET"
AMZN,1834.1,Call,1850.00,09/06/19,0,0.01,0.02,0.03,0.03,9225,3212,2.87,0.00%,"15:59 ET"
WMT,114.91,Call,115.00,10/04/19,28,2.05,2.07,2.08,2.10,642,225,2.85,16.10%,"15:48 ET"
TWLO,124.5,Call,126.00,09/06/19,0,0.00,0.04,0.07,0.05,800,281,2.85,0.00%,"15:35 ET"
TEVA,7,Call,7.50,09/13/19,7,0.07,0.08,0.09,0.08,6608,2319,2.85,63.75%,"15:54 ET"
AMZN,1834.1,Call,1830.00,09/13/19,7,19.60,19.8,20.00,20.05,998,351,2.84,17.15%,"15:58 ET"
M,15.45,Put,15.50,09/06/19,0,0.10,0.12,0.14,0.07,1979,697,2.84,0.00%,"15:39 ET"
TSLA,228.59,Put,185.00,01/17/20,133,11.45,11.55,11.65,11.40,4514,1602,2.82,57.77%,"15:43 ET"
TWLO,124.5,Call,125.00,09/13/19,7,2.35,2.39,2.43,2.36,582,207,2.81,37.71%,"15:45 ET"
AMZN,1834.1,Put,1815.00,09/06/19,0,0.01,0.03,0.05,0.05,1470,524,2.81,0.00%,"15:58 ET"
JPM,112.67,Put,114.00,09/06/19,0,1.27,1.3,1.33,1.56,630,225,2.8,0.00%,"15:22 ET"
CAT,122.59,Call,125.00,09/13/19,7,0.51,0.52,0.52,0.55,638,229,2.79,21.07%,"15:39 ET"
PDD,35.28,Put,35.00,10/18/19,42,1.85,1.9,1.95,1.90,640,230,2.78,43.85%,"14:27 ET"
WYNN,111.85,Put,111.00,09/06/19,0,0.01,0.02,0.03,0.01,786,283,2.78,0.00%,"15:47 ET"
CGC,27.69,Call,27.50,09/06/19,0,0.14,0.18,0.21,0.20,2100,759,2.77,0.00%,"15:57 ET"
LULU,202.72,Call,205.00,09/20/19,14,3.45,3.5,3.55,3.55,1679,609,2.76,28.09%,"15:49 ET"
OXY,45.53,Call,41.50,09/20/19,14,3.95,4,4.05,4.00,630,229,2.75,16.90%,"15:19 ET"
OKTA,121.9,Put,120.00,09/20/19,14,2.75,2.8,2.85,2.85,1831,668,2.74,40.03%,"15:53 ET"
MU,48.97,Put,49.00,10/18/19,42,2.87,2.89,2.91,2.97,582,213,2.73,45.55%,"15:18 ET"
LULU,202.72,Put,170.00,09/20/19,14,0.08,0.1,0.11,0.10,3380,1246,2.71,43.06%,"15:37 ET"
BYND,155.07,Put,152.50,09/13/19,7,3.70,3.85,4.00,3.87,786,291,2.7,60.94%,"16:00 ET"
TSLA,228.59,Call,227.50,09/06/19,0,0.70,0.78,0.86,0.75,7147,2643,2.7,0.00%,"16:02 ET"
WMT,114.91,Call,125.00,11/15/19,70,0.89,0.9,0.90,0.93,1773,662,2.68,19.30%,"14:35 ET"
MA,292.02,Call,295.00,11/15/19,70,11.10,11.2,11.30,11.10,518,194,2.67,23.37%,"14:17 ET"
TLRY,32.16,Put,32.00,09/06/19,0,0.01,0.03,0.05,0.08,571,214,2.67,0.00%,"16:00 ET"
TGT,110,Put,109.00,09/06/19,0,0.00,0.01,0.01,0.02,922,346,2.66,0.00%,"14:18 ET"
WMT,114.91,Put,114.00,09/20/19,14,1.01,1.02,1.03,1.02,1350,508,2.66,16.49%,"15:51 ET"
AMD,30.53,Call,30.50,09/13/19,7,0.73,0.74,0.74,0.73,3088,1159,2.66,42.36%,"15:58 ET"
AMZN,1834.1,Put,1830.00,09/13/19,7,15.85,15.98,16.10,15.97,729,275,2.65,18.21%,"15:58 ET"
BIDU,102.99,Put,200.00,01/17/20,133,96.65,97.03,97.40,97.15,600,227,2.64,70.91%,"15:41 ET"
PANW,217.53,Call,222.50,09/13/19,7,1.11,1.15,1.18,1.22,613,232,2.64,25.49%,"15:46 ET"
PD,33.61,Put,40.00,10/18/19,42,7.60,7.8,8.00,7.89,680,258,2.64,78.07%,"15:53 ET"
WORK,27.65,Call,28.00,09/20/19,14,1.05,1.08,1.10,1.05,2573,974,2.64,54.90%,"15:48 ET"
SNAP,16.58,Call,16.50,09/06/19,0,0.08,0.09,0.10,0.08,13328,5040,2.64,0.00%,"15:56 ET"
FTCH,9.14,Put,10.00,10/18/19,42,1.30,1.38,1.45,1.35,8244,3133,2.63,67.34%,"14:32 ET"
GS,207.45,Put,205.00,09/06/19,0,0.00,0.02,0.04,0.02,1477,563,2.62,0.00%,"15:48 ET"
OXY,45.53,Call,43.50,09/13/19,7,1.93,2,2.07,1.98,1381,530,2.61,13.17%,"15:32 ET"
BYND,155.07,Call,350.00,09/20/19,14,0.00,0.03,0.05,0.05,763,293,2.6,147.76%,"15:04 ET"
NTES,281.19,Call,280.00,09/06/19,0,0.15,0.28,0.40,0.37,1469,565,2.6,0.00%,"15:51 ET"
BABA,176.94,Call,177.50,09/06/19,0,0.05,0.06,0.07,0.05,7494,2880,2.6,0.00%,"16:00 ET"
RIG,5.07,Put,5.00,09/13/19,7,0.12,0.13,0.14,0.13,540,209,2.58,61.78%,"15:48 ET"
WORK,27.65,Put,20.00,01/17/20,133,0.70,0.77,0.85,0.80,728,282,2.58,59.54%,"15:50 ET"
NVDA,179.28,Call,170.00,10/04/19,28,12.60,12.73,12.85,13.21,1374,532,2.58,39.03%,"15:25 ET"
OXY,45.53,Call,42.50,09/20/19,14,2.96,3.01,3.05,3.04,2724,1054,2.58,19.81%,"15:25 ET"
AAPL,213.91,Put,207.50,09/13/19,7,0.80,0.81,0.81,0.80,5157,1997,2.58,25.71%,"15:56 ET"
BA,362.9,Put,362.50,09/13/19,7,4.35,4.43,4.50,4.35,538,209,2.57,22.83%,"15:55 ET"
LILAK,16.53,Call,17.50,10/18/19,42,0.20,0.3,0.40,0.20,728,284,2.56,23.60%,"11:21 ET"
NVDA,179.28,Put,180.00,09/06/19,0,0.91,0.96,1.01,0.94,4837,1893,2.56,0.00%,"15:52 ET"
MU,48.97,Call,60.00,10/18/19,42,0.26,0.27,0.27,0.25,9964,3923,2.54,40.99%,"15:19 ET"
LULU,202.72,Put,180.00,10/18/19,42,1.29,1.32,1.34,1.35,618,244,2.53,31.95%,"15:40 ET"
GOOGL,1209.99,Call,1207.50,09/06/19,0,1.40,1.67,1.95,1.70,670,265,2.53,0.00%,"15:56 ET"
WFC,47.29,Put,46.50,09/13/19,7,0.24,0.25,0.25,0.23,1839,727,2.53,21.25%,"15:47 ET"
OXY,45.53,Call,45.50,09/20/19,14,0.66,0.67,0.68,0.68,613,243,2.52,18.92%,"15:45 ET"
PANW,217.53,Call,220.00,09/06/19,0,0.00,0.01,0.01,0.01,3128,1240,2.52,0.00%,"15:46 ET"
ROKU,170.02,Put,162.50,09/06/19,0,0.01,0.02,0.02,0.01,4463,1768,2.52,0.00%,"15:56 ET"
CGC,27.69,Call,30.00,09/13/19,7,0.21,0.22,0.23,0.21,1190,475,2.51,58.95%,"16:02 ET"
OXY,45.53,Put,42.50,10/18/19,42,0.94,0.96,0.98,0.95,1650,661,2.5,36.16%,"15:50 ET"
GS,207.45,Call,207.50,09/06/19,0,0.06,0.08,0.10,0.07,1827,732,2.5,0.00%,"15:56 ET"
MSFT,139.55,Put,138.00,09/13/19,7,0.74,0.75,0.75,0.76,1946,779,2.5,18.76%,"15:51 ET"
CI,154.15,Put,150.00,09/13/19,7,0.85,0.87,0.88,0.86,525,211,2.49,29.00%,"15:52 ET"
SHOP,384.02,Call,392.50,09/06/19,0,0.00,0.05,0.10,0.05,652,262,2.49,0.00%,"15:49 ET"
BIDU,102.99,Put,190.00,01/17/20,133,86.80,87.05,87.30,87.20,1200,481,2.49,66.69%,"15:41 ET"
ROKU,170.02,Call,172.50,09/13/19,7,4.35,4.4,4.45,4.40,1937,778,2.49,59.78%,"15:58 ET"
